date,usdjpy-rate
2018/11/10,112.40
2018/11/11,112.73
2018/11/17,112.73
2018/11/18,113.52
2018/11/24,113.52
2018/11/25,113.74
2018/12/01,113.74
2018/12/02,112.79
2018/12/08,112.79
2018/12/09,113.45
2018/12/15,113.45
2018/12/16,113.13
2018/12/22,113.13
2018/12/23,113.23
2018/12/29,113.23
2018/12/30,112.43
2019/01/05,112.43
2019/01/06,110.64
2019/01/12,110.64
2019/01/13,107.63
2019/01/19,107.63
2019/01/20,108.49
2019/01/26,108.49
2019/01/27,108.80
2019/02/02,108.80
2019/02/03,109.61
2019/02/09,109.61
2019/02/10,109.14
2019/02/16,109.14
2019/02/17,109.79
2019/02/23,109.79
2019/02/24,110.61
2019/03/02,110.61
2019/03/03,110.70
2019/03/09,110.70
2019/03/10,110.95
2019/03/16,110.95
2019/03/17,111.76
2019/03/23,111.76
2019/03/24,111.39
2019/03/30,111.39
2019/03/31,111.29
2019/04/06,111.29
2019/04/07,110.31
2019/04/13,110.31
2019/04/14,111.43
2019/04/20,111.43
2019/04/21,111.36
2019/04/27,111.36
2019/04/28,111.97
2019/05/04,111.97
2019/05/05,111.88
2019/05/11,111.88
2019/05/12,111.88
2019/05/18,111.88
2019/05/19,110.13
2019/05/25,110.13
2019/05/26,109.68
2019/06/01,109.68
2019/06/02,110.15
2019/06/08,110.15
2019/06/09,109.43
2019/06/15,109.43
2019/06/16,108.22
2019/06/22,108.22
2019/06/23,108.45
2019/06/29,108.45
2019/06/30,108.05
2019/07/06,108.05
2019/07/07,107.50
2019/07/13,107.50
2019/07/14,107.98
2019/07/20,107.98
2019/07/21,108.56
2019/07/27,108.56
2019/07/28,107.83
2019/08/03,107.83
2019/08/04,108.20
2019/08/10,108.20
2019/08/11,108.43
2019/08/17,108.43
2019/08/18,105.97
2019/08/24,105.97
2019/08/25,105.97
2019/08/31,105.97
2019/09/01,106.48
2019/09/07,106.48
2019/09/08,105.85
2019/09/14,105.85
2019/09/15,106.38
2019/09/21,106.38
2019/09/22,107.65
2019/09/28,107.65
2019/09/29,108.13
2019/10/05,108.13
2019/10/06,107.55
2019/10/12,107.55
2019/10/13,107.58
2019/10/19,107.58
2019/10/20,107.32
2019/10/26,107.32
2019/10/27,108.61
2019/11/02,108.61
2019/11/03,108.55
2019/11/09,108.55
2019/11/10,108.68
2019/11/16,108.68
2019/11/17,108.97
2019/11/23,108.97
2019/11/24,108.90
2019/11/30,108.90
2019/12/01,108.59
2019/12/07,108.59
2019/12/08,109.16
2019/12/14,109.16
2019/12/15,109.00
2019/12/21,109.00
2019/12/22,108.81
2019/12/28,108.81
2019/12/29,109.47
2020/01/04,109.47
2020/01/05,109.45
2020/01/11,109.45
2020/01/12,109.12
2020/01/18,109.12
2020/01/19,108.61
2020/01/25,108.61
2020/01/26,110.04
2020/02/01,110.04
2020/02/02,109.86
2020/02/08,109.86
2020/02/09,108.99
2020/02/15,108.99
2020/02/16,109.27
2020/02/22,109.27
2020/02/23,109.81
2020/02/29,109.81
2020/03/01,110.57
2020/03/07,110.57
2020/03/08,110.24
2020/03/14,110.24
2020/03/15,107.38
2020/03/21,107.38
2020/03/22,103.89
2020/03/28,103.89
2020/03/29,107.42
2020/04/04,107.42
2020/04/05,110.18
2020/04/11,110.18
2020/04/12,107.88
2020/04/18,107.88
2020/04/19,108.85
2020/04/25,108.85
2020/04/26,107.74
2020/05/02,107.74
2020/05/03,107.80
2020/05/09,107.80
2020/05/10,107.14
2020/05/16,107.14
2020/05/17,106.33
2020/05/23,106.33
2020/05/24,107.19
2020/05/30,107.19
2020/05/31,107.59
2020/06/06,107.59
2020/06/07,107.59
2020/06/13,107.59
2020/06/14,108.42
2020/06/20,108.42
2020/06/21,107.76
2020/06/27,107.76
2020/06/28,107.12
2020/07/04,107.12
2020/07/05,106.96
2020/07/11,106.96
2020/07/12,107.52
2020/07/18,107.52
2020/07/19,107.37
2020/07/25,107.37
2020/07/26,107.11
2020/08/01,107.11
2020/08/02,107.19
2020/08/08,107.19
2020/08/09,105.14
2020/08/15,105.14
2020/08/16,105.81
2020/08/22,105.81
2020/08/23,106.60
2020/08/29,106.60
2020/08/30,105.85
2020/09/05,105.85
2020/09/06,106.16
2020/09/12,106.16
2020/09/13,105.93
2020/09/19,105.93
2020/09/20,106.17
2020/09/26,106.17
